date,x,y,z
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.74, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205035,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.08, -0.74, 0.68
2024723205036,-0.07, -0.74, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.72, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.67
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.08, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205036,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.74, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
2024723205037,-0.07, -0.75, 0.68
